2450,MUNA2450 L. Munatius (30) L. f. L. n. Cam. Plancus
2489,IUNI2489 D. Iunius (55a Supb. 5.369) D. f. D. n. Brutus Albinus
2523,ANTO2523 L. Antonius (23) M. f. M. n. Pietas
2534,MARC2534 L. Marcius (77) L. f. L. n. Philippus
2553,ASIN2553 C. Asinius (25) Cn. f. Arn. Pollio
2597,IULI2597 C. Iulius (132) C. f. C. n. Fab. Caesar Octavianus = C. Octavius C. f. Sca. Thurinus (or Caepias)
2597,IULI2597 C. Iulius (132) C. f. C. n. Fab. Caesar Octavianus = C. Octavius C. f. Sca. Thurinus (or Caepias)
2638,VENT2638 P. Ventidius (5) P. f. Fab. Bassus
2711,MARC2711 L. Marcius (48) L. f. C. n. Censorinus
2713,NORB2713 C. Norbanus (9a) C. f. Flaccus
2717,CORN2717 L. Cornificius (5) L. f.
2808,VIPS2808 M. Vipsanius (2) L. f. Agrippa
2822,STAT2822 T. Statilius (34) T. f. Taurus
2840,SOSI2840 C. Sosius (2) C. f. T. n.
2867,CLAU2867 Ap. Claudius (298) C. f. Ap. n. Pulcher
4665,PAPI4665 C. Papirius (57) C. f. L. n. Maso
